ID,Titolo,Generi,Punteggio Medio,Rank,Popolarità,Stato,Autori
7378,Strobe Edge,"Love Polygon, Romance, School, Shoujo",7.96,864,257,finished,Io Sakisaka
422,Yamato Nadeshiko Shichihenge♥,"Drama, Reverse Harem, Romance, School, Shoujo",7.95,865,690,finished,Tomoko Hayakawa
534,Spiral: Suiri no Kizuna,"Drama, Mystery, School, Shounen, Suspense",7.95,866,1708,finished,"Kyou Shirodaira, Eita Mizuno"
888,Tsuki no Shippo,"Adventure, Comedy, Fantasy, Historical, Romance, Shoujo",7.95,867,1924,finished,Rinko Ueda
1023,Koukaku Kidoutai: The Ghost in the Shell,"Action, Adult Cast, Detective, Psychological, Sci-Fi, Seinen",7.95,868,433,finished,Masamune Shirow
1388,Candy Candy,"Award Winning, Drama, Romance, Shoujo",7.95,869,4044,finished,"Yumiko Igarashi, Keiko Nagita"
1648,Tengen Toppa Gurren Lagann,"Action, Adventure, Comedy, Mecha, Sci-Fi",7.95,870,1438,finished,"Kazuki Nakashima, Kotarou Mori"
1668,Black Jack ni Yoroshiku,"Award Winning, Drama, Medical, Psychological, Seinen",7.95,871,3481,finished,Shuho Sato
3258,Haruka na Machi e,"Award Winning, Drama, Seinen, Slice of Life, Time Travel",7.95,872,887,finished,Jiro Taniguchi
5655,Kaijuu no Kodomo,"Award Winning, Drama, Mystery, Seinen, Supernatural",7.95,873,1149,finished,Daisuke Igarashi
5664,Nurarihyon no Mago,"Action, Mythology, Shounen, Supernatural",7.95,874,418,finished,Hiroshi Shiibashi
17374,Himegimi to Sanbiki no Kemono,"Fantasy, Shoujo",7.95,875,2513,finished,Mitsubachi Miyuki
21040,Comic Showa-shi,"Award Winning, Historical, Memoir",7.95,876,7345,finished,Shigeru Mizuki
39291,Nijiiro Days,"Comedy, Romance, School, Shoujo",7.95,879,447,finished,Minami Mizuno
42531,Senyuu.,"Adventure, Comedy, Fantasy, Shounen",7.95,880,3967,finished,Robinson Haruhara
44933,Kanshikan Tsunemori Akane,"Action, Adult Cast, Detective, Drama, Mystery, Psychological, Sci-Fi, Shounen",7.95,881,1539,finished,"Gen Urobuchi, Hikaru Miyoshi"
75989,Boku no Hero Academia,"Action, School, Shounen, Super Power",7.95,882,11,finished,Kouhei Horikoshi
142997,The Fable: The Second Contact,"Adult Cast, Comedy, Organized Crime, Seinen, Suspense",7.95,885,2545,finished,Katsuhisa Minami
163882,Kimi to Uchuu wo Aruku Tame ni,"Award Winning, Josei, School, Slice of Life",7.95,887,7574,currently_publishing,Inuhiko Doronoda
110929,Kusuriya no Hitorigoto: Maomao no Koukyuu Nazotoki Techou,"Drama, Historical, Medical, Mystery, Seinen",7.94,894,6761,currently_publishing,"Natsu Hyuuga, Minoji Kurata"
392,Kimi wa Pet,"Award Winning, Comedy, Drama, Josei, Romance",7.94,898,863,finished,Yayoi Ogawa
1250,Deep Love: Ayu no Monogatari,"Drama, Shoujo",7.94,899,1063,finished," Yoshi, Yuu Yoshii"
1496,Tenshi Nanka ja Nai,"Drama, Romance, School, Shoujo",7.94,900,3139,finished,Ai Yazawa
3438,Psyren,"Action, Adventure, High Stakes Game, Psychological, Romance, Sci-Fi, Shounen, Strategy Game, Super Power, Supernatural",7.94,901,160,finished,Toshiaki Iwashiro
3633,Beast Master,"Comedy, Romance, Shoujo",7.94,902,282,finished,Kyousuke Motomi
3941,Clannad: Tomoyo After,"Drama, Romance",7.94,903,2769,finished," Key, Yukiko Sumiyoshi"
10270,Karneval,"Action, Fantasy, Josei, Mystery, Sci-Fi",7.94,904,517,finished,Touya Mikanagi
11896,Reimei no Arcana,"Drama, Fantasy, Romance, Shoujo",7.94,905,406,finished,Rei Touma
14568,Clover,"Action, Comedy, Delinquents, Shounen",7.94,906,1964,finished,Tetsuhiro Hirakawa
17706,Super Lovers,"Boys Love, Comedy, Drama",7.94,908,847,currently_publishing,Miyuki Abe
94919,Bokutachi ga Yarimashita,"Drama, Seinen",7.94,909,686,finished,"Muneyuki Kaneshiro, Hikaru Araki"
95920,Niehime to Kemono no Ou,"Fantasy, Romance, Shoujo",7.94,910,1251,finished,Yuu Tomofuji
62083,Saenai Heroine no Sodatekata: Koisuru Metronome,"Comedy, Drama, Romance, Seinen",7.94,912,1830,finished,"Sabu Musha, Fumiaki Maruto"
144695,Blue Lock: Episode Nagi,"Shounen, Sports, Team Sports",7.93,919,1862,currently_publishing,"Muneyuki Kaneshiro, Kouta Sannomiya"
150973,Lycoris Recoil,"Action, Seinen",7.93,921,4190,currently_publishing,Yasunori Bizen
26021,Hajimari no Niina,"Romance, Shoujo",7.93,924,1327,finished,Koyomi Minamori
52277,Sword Art Online: Progressive,"Action, Fantasy, Romance, Video Game",7.93,925,920,finished,"Reki Kawahara, Kiseki Himura"
118668,Dark Gathering,"Horror, Shounen, Supernatural",7.93,926,1758,currently_publishing,Kenichi Kondou
123681,Kimi no Koto ga Daidaidaidaidaisuki na 100-nin no Kanojo,"Comedy, Harem, Parody, Romance, School, Seinen",7.93,927,272,currently_publishing,"Yukiko Nozawa, Rikito Nakamura"
871,Dragon Quest: Dai no Daibouken,"Action, Adventure, Fantasy, Shounen",7.93,934,1687,finished,"Riku Sanjou, Koji Inada"
975,Ludwig Kakumei,"Adventure, Drama, Fantasy, Historical, Horror, Romance, Shoujo, Supernatural",7.93,935,1662,finished,Kaori Yuki
1683,Kubikiri Asa,"Action, Drama, Historical, Samurai",7.93,936,2929,finished,"Kazuo Koike, Goseki Kojima"
2435,Crayon Shin-chan,"Comedy, School, Seinen, Slice of Life",7.93,937,3473,finished,Yoshito Usui
3713,Bartender,"Adult Cast, Gourmet, Seinen, Workplace",7.93,938,1080,finished,"Kenji Nagatomo, Araki Jou"
4584,Sasameki Koto,"Comedy, Drama, Girls Love, School, Seinen",7.93,939,838,finished,Takashi Ikeda
6997,Clannad: Hikaru Mimamoru Sakamichi de,"Drama, Romance",7.93,940,5615,finished,"Jun Maeda,  Key, Rino Fujii"
17541,Shinrei Tantei Yakumo,"Horror, Mystery, Romance, Shoujo, Supernatural",7.93,943,975,finished,"Manabu Kaminaga, Suzuka Oda"
98639,Maoujou de Oyasumi,"Comedy, Fantasy, Parody, Shounen",7.93,944,899,currently_publishing,Kagiji Kumanomata
97179,Hokuhokusei ni Kumo to Ike,"Detective, Drama, Seinen, Supernatural, Suspense",7.92,945,2026,currently_publishing,Aki Irie
98270,Fire Punch,"Action, Gore, Mystery, Shounen, Supernatural",7.92,946,41,finished,Tatsuki Fujimoto
21651,Hitori-tachi,Shoujo,7.92,948,4515,finished,Aya Kanno
22044,Iris Zero,"Drama, Fantasy, Mystery, Psychological, Romance, School, Seinen, Supernatural",7.92,949,463,currently_publishing,"Takana Hotaru, Shiki Piro"
30779,Tetsugaku Letra,"Drama, Performing Arts, School, Shounen, Slice of Life",7.92,955,1126,finished,Sumomo Yumeka
40481,Oomuro-ke,"CGDCT, Comedy, Girls Love, School, Slice of Life",7.92,951,4257,currently_publishing, Namori
142246,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e: 2-nensei-hen,"Drama, Psychological, School, Seinen",7.92,954,5629,currently_publishing,"Shougo Kinugasa, Shia Sasane"
160302,Kono Koi wo Hoshi ni wa Negawanai,"Drama, Girls Love",7.92,958,9079,currently_publishing, Shinoa
162479,Kagurabachi,"Action, Fantasy, Gore, Shounen",7.92,959,218,currently_publishing,Takeru Hokazono
118,Kobato.,"Adventure, Fantasy, Iyashikei, Romance",7.92,961,875,finished, CLAMP
164,Nousatsu Junkie,"Comedy, Crossdressing, Romance, School, Shoujo, Showbiz",7.92,962,1681,finished,Ryoco Fukuyama
1456,Shi ga Futari wo Wakatsu made,"Action, Drama, Sci-Fi, Seinen, Supernatural",7.92,964,624,finished,"Ji-Hyung Song, Hiroshi Takashige"
3986,Deadman Wonderland,"Action, Adventure, Drama, Gore, High Stakes Game, Sci-Fi, Shounen, Supernatural, Survival",7.92,965,37,finished,"Kazuma Kondou, Jinsei Kataoka"
5380,Hyouge Mono,"Adult Cast, Award Winning, Drama, Historical, Samurai, Seinen, Visual Arts",7.92,966,6661,finished,Yoshihiro Yamada
11454,Doraemon Plus,"Comedy, Sci-Fi, Shounen",7.92,968,8102,finished,Fujio F. Fujiko
16686,Bokura no Kiseki,"Fantasy, Josei, Mystery, Romance, School, Supernatural",7.92,969,1392,currently_publishing,Natsuo Kumeta
122559,Devil May Cry 5: Visions of V,"Action, Supernatural",7.92,971,5421,finished,Tomio Ogata
131703,Jinrui wo Metsubou sasete wa Ikemasen,"Childcare, Sci-Fi, Seinen, Slice of Life",7.92,973,4637,finished,"Kyuu Takahata, Yuuji Kaba"
59669,Steins;Gate: Eigou Kaiki no Pandora,"Drama, Sci-Fi",7.91,975,5874,on_hiatus,"Masashi Takimoto, Yasuyuki Torikai"
67645,Namaikizakari.,"Romance, School, Shoujo, Sports, Team Sports",7.91,977,211,finished,Mitsubachi Miyuki
85802,Ookami Shounen wa Kyou mo Uso wo Kasaneru,"Crossdressing, Drama, Love Polygon, Romance",7.91,978,485,finished, namo
19671,Angel Beats!: Heaven's Door,"Action, Comedy, Drama, School, Supernatural",7.91,979,950,finished,"Jun Maeda,  Key, Yuriko Asami"
41847,Soredemo Sekai wa Utsukushii,"Adventure, Fantasy, Romance, Shoujo",7.91,980,790,finished,Dai Shiina
90334,Queen's Quality,"Romance, Shoujo, Supernatural",7.91,982,1715,finished,Kyousuke Motomi
115217,Fukakai na Boku no Subete wo,"Drama, Romance",7.91,983,986,finished,Kata Konayama
115365,Kimi to Natsu no Naka,"Boys Love, Drama, School",7.91,984,2338,finished,Nagisa Furuya
121544,Ousama Ranking,"Action, Adventure, Comedy, Fantasy",7.91,985,1983,currently_publishing,Sousuke Tooka
144180,Gachiakuta,"Action, Fantasy, Shounen",7.91,986,242,currently_publishing,Kei Urana
160131,Pink Heart Jam: Beat,"Boys Love, Music, School",7.91,990,11024,currently_publishing, Shikke
15,Mahou Sensei Negima!,"Action, Adventure, Comedy, Ecchi, Fantasy, Harem, Martial Arts, Romance, School, Shounen, Supernatural",7.91,991,223,finished,Ken Akamatsu
124,Aqua,"Iyashikei, Sci-Fi, Shoujo, Slice of Life",7.91,992,1005,finished,Kozue Amano
356,Hatenkou Yuugi,"Action, Adventure, Comedy, Drama, Fantasy, Romance, Supernatural",7.91,993,3090,finished,Minari Endou
563,V.B. Rose,"Love Polygon, Romance, Shoujo, Workplace",7.91,994,3504,finished,Banri Hidaka
744,Mahoraba,"Comedy, Iyashikei, Psychological, Romance, Shounen, Slice of Life, Visual Arts",7.91,995,3352,finished,Akira Kojima
3064,Kiichi!!,"Drama, Psychological, Seinen",7.91,996,2364,finished,Hideki Arai
3486,Shiki,"Mystery, Shounen, Supernatural, Suspense, Vampire",7.91,997,895,finished,"Ryuu Fujisaki, Fuyumi Ono"
3872,Kiss yori mo Hayaku,"Childcare, Comedy, Drama, Romance, School, Shoujo",7.91,998,461,finished,Meca Tanaka
4623,Hyakki Yakoushou,"Award Winning, Historical, Horror, Mystery, Romance, Shoujo, Supernatural",7.91,999,5903,currently_publishing,Ichiko Ima
4964,Eien no With,"Drama, Shoujo",7.91,1000,3693,finished,Saya Miyauchi
5685,Hakkenden: Touhou Hakken Ibun,"Action, Drama, Fantasy, Mystery, Shoujo, Supernatural",7.91,1001,4876,finished,Miyuki Abe
13419,Gekiga Hyouryuu,"Award Winning, Comedy, Drama, Historical, Memoir, Psychological, Romance, School, Seinen, Slice of Life",7.91,1003,2906,finished,Yoshihiro Tatsumi
12,Bleach,"Action, Adventure, Award Winning, Shounen, Supernatural",7.9,1005,15,finished,Tite Kubo
58,W-Juliet,"Comedy, Crossdressing, Drama, Performing Arts, Romance, School, Shoujo, Slice of Life",7.9,1006,2165,finished, Emura
371,Ichigo Mashimaro,"CGDCT, Comedy, Iyashikei, Slice of Life",7.9,1007,2670,currently_publishing, Barasui
411,Kitchen no Ohimesama,"Award Winning, Drama, Gourmet, Romance, School, Shoujo",7.9,1008,789,finished,"Miyuki Kobayashi, Natsumi Ando"
616,Mx0,"Action, Comedy, School, Shounen",7.9,1009,424,finished,Yasuhiro Kano
877,Hana yori Dango,"Award Winning, Drama, Romance, School, Shoujo",7.9,1010,740,finished,Yoko Kamio
1271,Special A,"Comedy, Romance, School, Shoujo",7.9,1012,432,finished,Maki Minami
1349,07-Ghost,"Action, Fantasy, Josei, Military, Mythology",7.9,1013,539,finished,"Yuki Amemiya, Yukino Ichihara"
1721,Nabari no Ou,"Action, Drama, Fantasy, Martial Arts, School, Shounen, Supernatural",7.9,1015,848,finished,Yuuki Kamatani
6888,Subaru,"Drama, Performing Arts, Psychological, Seinen",7.9,1016,3543,finished,Masahito Soda
7728,Rozen Maiden (2008),"Drama, Fantasy, Psychological, Seinen, Supernatural",7.9,1017,2255,finished, PEACH‐PIT
14127,Satougashi no Dangan wa Uchinukenai: A Lollypop or A Bullet,"Drama, Psychological, School, Shounen",7.9,1018,1161,finished,"Kazuki Sakuraba, Iqura Sugimoto"
16659,Tobaku Datenroku Kaiji: Kazuya-hen,"Adult Cast, High Stakes Game, Seinen, Strategy Game",7.9,1019,2385,finished,Nobuyuki Fukumoto
70589,GTO: Paradise Lost,"Delinquents, Seinen, Workplace",7.9,1020,1201,finished,Tooru Fujisawa
75929,Arte,"Historical, Seinen, Visual Arts",7.9,1021,1545,currently_publishing,Kei Ookubo
80119,Kobayashi-san Chi no Maid Dragon,"Fantasy, Slice of Life",7.9,1022,403,currently_publishing, Cool-kyou Shinja
23419,Byousoku 5 Centimeter,"Drama, Romance, Seinen",7.9,1023,577,finished,"Makoto Shinkai, Yukiko Seike"
24450,Kiba no Tabishounin: The Arms Peddler,"Action, Adventure, Drama, Horror, Seinen, Supernatural",7.9,1024,2013,on_hiatus,"Kyoichi Nanatsuki,  Night Owl"
39625,Kagerou Daze,"Comedy, Josei, Romance, Sci-Fi, Supernatural",7.9,1026,462,finished,"Mahiro Satou,  Jin"
45757,Shokugeki no Souma,"Ecchi, Gourmet, School, Shounen",7.9,1027,56,finished,"Shun Saeki, Yuuto Tsukuda, Yuki Morisaki"
142765,Mushoku Tensei: Isekai Ittara Honki Dasu - Shitsui no Majutsushi-hen,"Fantasy, Isekai, Reincarnation",7.9,1029,4170,currently_publishing,"Kazusa Yoneda,  Rifujin na Magonote"
92182,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,"Comedy, Romance, School",7.9,1032,734,finished,"Hajime Kamoshida, Tsugumi Nanamiya"
101554,City,"Comedy, Gag Humor, Seinen",7.9,1033,2381,currently_publishing,Keiichi Arawi
103851,5-toubun no Hanayome,"Award Winning, Comedy, Harem, Romance, School, Shounen",7.9,1034,65,finished,Negi Haruba
108032,My Home Hero,"Drama, Seinen, Suspense",7.9,1035,587,finished,"Masashi Asaki, Naoki Yamakawa"
109608,Goblin Slayer Gaiden: Year One,"Action, Drama, Fantasy, Seinen",7.9,1036,700,currently_publishing,"Kumo Kagyuu, Kento Sakaeda"
113937,Hokuou Kizoku to Moukinzuma no Yukiguni Karigurashi,"Romance, Slice of Life",7.9,1037,4090,finished,"Mashimesa Emoto, Shikayo Shirakaba"
122448,Kubo-san wa Mob wo Yurusanai,"Comedy, Love Status Quo, Romance, School, Seinen",7.9,1038,229,finished,Nene Yukimori
122575,Sayonara Rose Garden,"Drama, Girls Love, Historical",7.9,1039,1844,finished,Pepako Dokuta
121945,Maou no Musume wa Yasashisugiru!!,"Childcare, Comedy, Fantasy",7.89,1041,2053,currently_publishing,Yuuya Sakamoto
122615,Cool Doji Danshi,"Iyashikei, Slice of Life",7.89,1042,2605,currently_publishing,Kokone Nata
133988,Seishun Buta Yarou wa Logical Witch no Yume wo Minai,"Comedy, Romance, School",7.89,1043,6137,finished,"Hajime Kamoshida, Tsukako Akina"
135264,Fool Night,"Drama, Sci-Fi, Seinen",7.89,1044,1765,currently_publishing,Kasumi Yasuda
62509,New Game!,"CGDCT, Comedy, Otaku Culture, Workplace",7.89,1045,830,finished,Shoutarou Tokunou
87813,Takane to Hana,"Comedy, Romance, Shoujo",7.89,1047,631,finished,Yuki Shiwasu
55,Aishiteruze Baby★★,"Childcare, Comedy, Drama, Romance, School, Shoujo",7.89,1049,873,finished,Youko Maki
892,Sono Yubi dake ga Shitteiru,"Boys Love, Drama, Romance, School",7.89,1050,3269,finished,"Satoru Kannagi, Hotaru Odagiri"
1158,"Densha Otoko: Net Hatsu, Kakueki Teisha no Love Story","Romance, Seinen, Slice of Life",7.89,1051,1969,finished,"Hitori Nakano, Hidenori Hara"
1766,Marie no Kanaderu Ongaku,"Drama, Fantasy, Romance, Seinen",7.89,1052,1436,finished,Usamaru Furuya
1978,Moe Kare!!,"Comedy, Drama, Romance, School, Shoujo",7.89,1053,798,finished,Go Ikeyamada
2598,Clannad,"Drama, Romance, School, Seinen",7.89,1054,1822,finished,"Jun Maeda,  Key, Juri Misaki"
4031,Shanaou Yoshitsune,"Award Winning, Historical, Shounen",7.89,1055,11207,finished,Hirofumi Sawada
4470,Shitsuji-sama no Okiniiri,"Comedy, Romance, School, Shoujo",7.89,1056,1860,finished,"Rei Izawa, Fuyu Tsuyama"
7024,Kouya no Tenshidomo,"Comedy, Romance, Shoujo",7.89,1057,7760,finished,Kyouko Hikawa
8483,Kimi no Iru Machi,"Drama, Ecchi, Love Polygon, Romance, School, Shounen",7.89,1058,232,finished,Kouji Seo
8848,Sun-Ken Rock,"Action, Comedy, Drama, Ecchi, Seinen",7.89,1059,121,finished, Boichi
11977,Bambino!,"Award Winning, Drama, Gourmet, Seinen, Slice of Life",7.89,1060,2716,finished,Tetsuji Sekiya
92149,Tomo-chan wa Onnanoko!,"Comedy, Romance, School",7.89,1062,108,finished,Fumita Yanagida
94676,Namidaame to Serenade,"Historical, Josei, Romance, Time Travel",7.89,1063,3782,currently_publishing,Haruka Kawachi
107570,Sengoku Komachi Kuroutan: Noukou Giga,"Action, Fantasy, Historical, Time Travel",7.89,1064,2926,currently_publishing,"Hajime Sawada,  Kyouchikutou"
24302,Rockman Gigamix,"Action, Adventure, Kids, Mecha, Sci-Fi, Space",7.89,1065,13343,finished,Hitoshi Ariga
28631,Saiyaku wa Boku wo Suki Sugiru,"Action, Boys Love, Drama, Supernatural",7.89,1066,4073,currently_publishing,"Satoru Kannagi, Etsumi Ninomiya"
139289,Hidamari ga Kikoeru: Shunkashuutou,"Boys Love, Slice of Life",7.88,1071,7433,currently_publishing,Yuki Fumino
118873,Asper Kanojo,"Drama, Psychological",7.88,1073,978,finished,"Souhachi Hagimoto, Renji Morita"
122830,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen Dai 2-bu - Hon no Tame nara Miko ni Naru!,"Fantasy, Isekai, Reincarnation, Slice of Life",7.88,1075,3378,currently_publishing," Suzuka, Miya Kazuki"
122851,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen Dai 3-bu - Ryouchi ni Hon wo Hirogeyou!,"Fantasy, Isekai, Reincarnation",7.88,1076,5697,currently_publishing,"Miya Kazuki, Ryou Namino"
137041,Dekiru Neko wa Kyou mo Yuuutsu,"Anthropomorphic, Comedy, Slice of Life, Supernatural",7.88,1078,5189,currently_publishing,Hitsuji Yamada
60511,Sousei no Onmyouji,"Action, Fantasy, Mythology, Shounen, Urban Fantasy",7.88,1079,330,finished,Yoshiaki Sukeno
69903,Fairy Tail Zerø,"Action, Fantasy",7.88,1080,323,finished,Hiro Mashima
70557,Out,"Action, Delinquents, Seinen",7.88,1081,957,currently_publishing,"Tatsuya Iguchi, Makoto Mizuta"
80469,Donten ni Warau Gaiden,"Action, Historical, Supernatural",7.88,1082,4046,finished,Kemuri Karakara
24821,Tomodachi no Hanashi,"Comedy, Romance, School, Shoujo",7.88,1085,1331,finished,"Kazune Kawahara, Aiji Yamakawa"
448,Tenshi Kinryouku,"Fantasy, Reincarnation, Romance, Shoujo",7.88,1086,723,finished,Kaori Yuki
462,Shin Petshop of Horrors,"Fantasy, Horror, Mystery, Shoujo, Supernatural",7.88,1087,3175,finished,Matsuri Akino
773,Saishuu Heiki Kanojo,"Drama, Romance, Sci-Fi, Seinen",7.88,1088,1147,finished,Shin Takahashi
1895,Mademoiselle Butterfly,"Drama, Historical, Romance, Shoujo",7.88,1089,2430,finished,Akane Ogura
15205,Zetsuen no Tempest,"Action, Drama, Fantasy, Mystery, Psychological, Shounen, Urban Fantasy",7.88,1092,903,finished,"Kyou Shirodaira, Ren Saizaki"
99386,Sword Art Online: Project Alicization,"Action, Fantasy, Video Game",7.88,1093,3007,finished,"Koutarou Yamada, Reki Kawahara"
106609,Ningen Shikkaku,"Drama, Psychological, Seinen",7.87,1094,814,finished,"Junji Itou, Osamu Dazai"
108639,Tsuiraku JK to Haijin Kyoushi,"Comedy, Drama, Romance, School, Shoujo",7.87,1095,1061,finished, sora
114852,Kimi wa Tsukiyo ni Hikarikagayaku,"Drama, Romance",7.87,1097,3039,finished,"Daichi Matsuse, Tetsuya Sano"
116482,Seishun Buta Yarou wa Petit Devil Kouhai no Yume wo Minai,"Comedy, Romance, School, Supernatural",7.87,1098,4055,finished,"Hajime Kamoshida, Tsukumo Asakusa"
116790,Mieruko-chan,"Comedy, Horror",7.87,1099,170,currently_publishing,Tomoki Izumi
120481,Kimi ni wa Todokanai.,"Boys Love, School",7.87,1100,2997,currently_publishing, Mika
122110,Hoshifuru Oukoku no Nina,"Award Winning, Fantasy, Josei, Romance",7.87,1101,3325,currently_publishing, Rikachi
127366,Restart wa Tadaima no Ato de,"Boys Love, Slice of Life",7.87,1102,3445,finished, Cocomi
132417,Home,"Boys Love, Drama, Slice of Life",7.87,1103,7432,finished,Asumiko Nakamura
137146,Bokutachi wa Mada Aoku,"Boys Love, School",7.87,1104,7086,finished,Tsumuji Kuroi
146517,Toumei na Ai no Utsuwa,"Boys Love, Supernatural",7.87,1105,15414,finished, hitomi
149804,Class de 2-banme ni Kawaii Onnanoko to Tomodachi ni Natta,"Comedy, Romance, School",7.87,1106,1944,currently_publishing," Takata, Rin Ono"
160786,Boruto: Two Blue Vortex,"Action, Adventure, Fantasy, Martial Arts, Shounen",7.87,1110,549,currently_publishing,"Masashi Kishimoto, Mikio Ikemoto"
676,InuYasha,"Action, Adventure, Award Winning, Fantasy, Historical, Love Polygon, Mythology, Romance, Shounen, Time Travel",7.87,1111,248,finished,Rumiko Takahashi
885,Hakushaku Cain Series,"Historical, Horror, Mystery, Shoujo",7.87,1112,2219,finished,Kaori Yuki
1267,Kagen no Tsuki,"Drama, Mystery, Shoujo, Supernatural",7.87,1113,1416,finished,Ai Yazawa
3576,Tobaku Haouden Zero,"Drama, High Stakes Game, Mystery, Shounen, Strategy Game, Suspense",7.87,1114,3189,finished,Nobuyuki Fukumoto
8094,Shin Tekken Chinmi,"Action, Adventure, Comedy, Historical, Martial Arts, Shounen",7.87,1116,12411,finished,Takeshi Maekawa
8878,Hetalia Axis Powers,"Anthropomorphic, Comedy, Gag Humor, Historical, Seinen",7.87,1118,892,finished,Hidekaz Himaruya
11089,Shinrei Tantei Yakumo: Akai Hitomi wa Shitteiru,"Horror, Mystery, Shoujo, Supernatural",7.87,1120,3289,finished,"Ritsu Miyako, Manabu Kaminaga"
13492,Ao no Exorcist,"Action, Mythology, School, Shounen, Supernatural",7.87,1121,76,currently_publishing,Kazue Katou
13992,Azumanga Daioh: Hoshuu-hen,"CGDCT, Comedy, School, Shounen, Slice of Life",7.87,1122,4005,finished,Kiyohiko Azuma
46258,Flying Witch,"Fantasy, Iyashikei, Shounen, Slice of Life, Urban Fantasy",7.87,1123,1079,currently_publishing,Chihiro Ishizuka
22103,Hanazakari no Kimitachi e: After School,"Crossdressing, Romance, School, Shoujo",7.86,1124,5540,finished,Hisaya Nakajo
37683,Kidou Senshi Gundam Thunderbolt,"Action, Drama, Mecha, Military, Sci-Fi, Seinen, Space",7.86,1125,6057,currently_publishing,Yasuo Ootagaki
50217,Kamisama ga Uso wo Tsuku.,"Drama, Romance, School, Seinen",7.86,1127,288,finished,Kaori Ozaki
110029,Shinigami Bocchan to Kuro Maid,"Comedy, Drama, Love Status Quo, Romance",7.86,1128,579,finished,Koharu Inoue
111603,Bungou Stray Dogs Gaiden: Ayatsuji Yukito vs. Kyougoku Natsuhiko,"Action, Detective, Mystery, Supernatural",7.86,1129,5450,currently_publishing,"Kafka Asagiri,  Oyoyo"
111857,Hana ni Arashi,"Girls Love, School",7.86,1130,1696,finished,Ruka Kobachi
113360,Reigen: Reikyuuchi Max 131 no Otoko,"Comedy, Supernatural",7.86,1131,2330,finished, ONE
115848,"Fuufu Ijou, Koibito Miman.","Love Polygon, Romance, School, Seinen",7.86,1132,287,currently_publishing,Yuuki Kanamaru
116808,Giji Harem,"Comedy, Love Status Quo, Romance, School, Shounen",7.86,1134,379,finished,Yuu Saitou
120177,Isekai Ojisan,"Adult Cast, Comedy, Fantasy, Isekai, Otaku Culture, Parody",7.86,1136,856,currently_publishing, Hotondo Shindeiru
123270,Lonely Girl ni Sakaraenai,"Girls Love, School, Slice of Life",7.86,1137,883,finished, Kashikaze
127120,Wondance,"Performing Arts, School, Seinen, Sports",7.86,1138,1997,currently_publishing, Coffee
129656,"Watashi wo Tabetai, Hitodenashi","Drama, Girls Love, Seinen, Supernatural",7.86,1139,1972,currently_publishing,Sai Naekawa
131443,Onna no Sono no Hoshi,"Comedy, Josei, School, Slice of Life",7.86,1140,5346,currently_publishing,Yama Wayama
90174,Plastic Memories: Say to Good-bye,"Drama, Sci-Fi",7.86,1141,4711,finished, Yuuyuu
587,Lucky☆Star,"CGDCT, Comedy, Gag Humor, Otaku Culture, Parody, School, Slice of Life",7.86,1142,1262,currently_publishing,Kagami Yoshimizu
776,Ginga Tetsudou 999,"Adventure, Award Winning, Drama, Fantasy, Sci-Fi, Shounen, Space",7.86,1143,6156,finished,Leiji Matsumoto
820,Tenshi ja Nai!!,"Comedy, Drama, Romance, School, Shoujo, Showbiz",7.86,1144,2581,finished,Takako Shigematsu
902,Hydra,"Boys Love, Drama, Slice of Life",7.86,1145,6015,finished,Kano Miyamoto
1408,The World Is Mine,"Psychological, Seinen",7.86,1146,1180,finished,Hideki Arai
1951,Uragiri wa Boku no Namae wo Shitteiru,"Adventure, Boys Love, Fantasy, Reincarnation, Romance, Shoujo, Supernatural",7.86,1147,1754,finished,Hotaru Odagiri
3101,Deep Love: Pao no Monogatari,"Drama, Shoujo, Slice of Life",7.86,1149,2834,finished," Yoshi, Akiyo Kurosawa"
7656,Saijou no Meii,"Drama, Medical, Shounen",7.86,1150,3614,finished,"Takashi Hashiguchi, Kenzou Irie"
8677,Little Busters!,"Comedy, Drama, School, Supernatural",7.86,1151,5943,on_hiatus," Key, Mogura Anagura"
9152,Thomas no Shinzou,"Boys Love, Drama, Historical, Psychological, Shoujo",7.86,1152,3772,finished,Moto Hagio
57249,Rengoku ni Warau,"Action, Historical, Shounen",7.86,1153,4226,finished,Kemuri Karakara
62951,Gekijouban Steins;Gate: Fuka Ryouiki no Déjà vu,"Drama, Sci-Fi, Shounen",7.86,1154,7849,finished," Nitroplus, Reki Kugayama, Chiyomaru Shikura"
69015,Gangsta:Cursed.: EP_Marco Adriano,"Action, Drama, Organized Crime, Seinen",7.86,1155,3591,finished,Syuhei Kamo
77239,Ao Haru Ride: Awaken,"Romance, School, Shoujo",7.86,1156,2989,finished,Io Sakisaka
75243,Oushitsu Kyoushi Heine,Comedy,7.85,1158,3453,finished,Higasa Akai
83807,Kuroko no Basket: Extra Game,"Shounen, Sports, Team Sports",7.85,1159,1003,finished,Tadatoshi Fujimaki
86337,Black Clover,"Action, Fantasy, Shounen",7.85,1160,34,currently_publishing,Yuuki Tabata
